Type,Date,Exercise / Meal,Category / Meal Type,Set Number,Reps,Weight (kg),Duration (hrs),Duration (mins),Total Duration (mins),Calories (kcal),Protein (g),Carbs (g),Fat (g),Sugar (g),Heart Rate (bpm),Foods,Notes,Logged At (UTC)
"Workout","2026-06-24","Fly Machine","chest","1","10","102.5","","","","","","","","","","","","2026-06-24T06:56:08.907Z"
"Workout","2026-06-24","Tricep Dip Machine","triceps","4","12","80","","","","","","","","","","","",""
"Workout","2026-06-24","Tricep Dip Machine","triceps","3","12","80","","","","","","","","","","","",""
"Workout","2026-06-24","Tricep Dip Machine","triceps","2","12","80","","","","","","","","","","","",""
"Workout","2026-06-24","Tricep Dip Machine","triceps","1","12","72.5","","","","","","","","","","","","2026-06-24T06:46:07.002Z"
"Workout","2026-06-24","Bench Press Machine","chest","4","6","120","","","","","","","","","","","",""
"Workout","2026-06-24","Bench Press Machine","chest","3","6","120","","","","","","","","","","","",""
"Workout","2026-06-24","Bench Press Machine","chest","2","8","120","","","","","","","","","","","",""
"Workout","2026-06-24","Bench Press Machine","chest","1","12","80","","","","","","","","","","","","2026-06-24T06:37:41.936Z"
"Workout","2026-06-24","Standing Chest Flies","chest","2","12","125","","","","","","","","","","","",""
"Workout","2026-06-24","Standing Chest Flies","chest","1","13","125","","","","","","","","","","","","2026-06-24T06:22:37.518Z"
"Workout","2026-06-24","Tricep Dips","triceps","3","16","","","","","","","","","","","","",""
"Workout","2026-06-24","Tricep Dips","triceps","2","15","","","","","","","","","","","","",""
"Workout","2026-06-24","Tricep Dips","triceps","1","18","","","","","","","","","","","","","2026-06-24T06:17:44.292Z"
"Workout","2026-06-24","Abs","core","3","20","","","","","","","","","","","","",""
"Workout","2026-06-24","Abs","core","2","20","","","","","","","","","","","","",""
"Workout","2026-06-24","Abs","core","1","20","","","","","","","","","","","","","2026-06-24T06:17:26.882Z"
"Nutrition","2026-06-23","Snack","Snack","","","","","","","75","10","4","2","2","","100g Greek Yogurt (Plain)","","2026-06-23T16:32:21.638Z"
"Nutrition","2026-06-23","Snack","Snack","","","","","","","149","4","25","5","13","","1serving Banana; 10g Peanut Butter","","2026-06-23T12:25:06.287Z"
"Nutrition","2026-06-23","Snack","Snack","","","","","","","122","6","10","6","10","","200ml Milk (Whole)","","2026-06-23T12:18:53.400Z"
"Nutrition","2026-06-23","Dinner","Dinner","","","","","","","1111","91","91","40","30","","200g Chicken Thigh; 100g Fried Chicken; 100g Yellow Rice (Cooked); 75g Tempeh; 500ml Coconut Water (250ml)","","2026-06-23T11:28:15.277Z"
"Nutrition","2026-06-23","Lunch","Lunch","","","","","","","80","4","8","3","7","","1serving Cappuccino","","2026-06-23T05:55:17.585Z"
"Nutrition","2026-06-23","Lunch","Lunch","","","","","","","336","16","34","14","4","","150g Beef Dumplings (Steamed); 20g Sour Cream","","2026-06-23T05:55:06.566Z"
"Nutrition","2026-06-23","Lunch","Lunch","","","","","","","520","42","17","33","4","","100g Brisket (Smoked); 1serving Boiled Eggs (2); 100g Broccoli; 100g Pumpkin; 10g Thousand Island Dressing","","2026-06-23T05:54:44.435Z"
"Nutrition","2026-06-23","Breakfast","Breakfast","","","","","","","180","2","46","","24","","2serving Banana","","2026-06-23T04:46:12.967Z"
"Nutrition","2026-06-23","Breakfast","Breakfast","","","","","","","325","51","22","4","3","","62g Whey Protein Powder; 16g Mass Gainer Protein; 5g Chia Seeds","","2026-06-23T04:46:04.871Z"
"Workout","2026-06-23","Legs","legs","1","1","","1","","60","481","","","","","112","","","2026-06-23T08:59:06.398Z"
"Workout","2026-06-23","Leg Curl","legs","4","9","65","","","","","","","","","","","",""
"Workout","2026-06-23","Leg Curl","legs","3","7","72.5","","","","","","","","","","","",""
"Workout","2026-06-23","Leg Curl","legs","2","9","72.5","","","","","","","","","","","",""
"Workout","2026-06-23","Leg Curl","legs","1","12","65","","","","","","","","","","","","2026-06-23T08:58:43.780Z"
"Workout","2026-06-23","Calf Raises","legs","4","18","65","","","","","","","","","","","",""
"Workout","2026-06-23","Calf Raises","legs","3","20","60","","","","","","","","","","","",""
"Workout","2026-06-23","Calf Raises","legs","2","20","60","","","","","","","","","","","",""
"Workout","2026-06-23","Calf Raises","legs","1","25","40","","","","","","","","","","","","2026-06-23T08:47:21.629Z"
"Workout","2026-06-23","Hip Abductor Machine","legs","4","12","87.5","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Abductor Machine","legs","3","10","87.5","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Abductor Machine","legs","2","12","87.5","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Abductor Machine","legs","1","15","80","","","","","","","","","","","","2026-06-23T08:40:08.040Z"
"Workout","2026-06-23","Calf Raises","legs","2","20","60","","","","","","","","","","","",""
"Workout","2026-06-23","Calf Raises","legs","1","25","40","","","","","","","","","","","","2026-06-23T08:30:52.985Z"
"Workout","2026-06-23","Hip Adductors","legs","4","10","50","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Adductors","legs","3","12","50","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Adductors","legs","2","13","50","","","","","","","","","","","",""
"Workout","2026-06-23","Hip Adductors","legs","1","14","50","","","","","","","","","","","","2026-06-23T08:29:23.663Z"
"Workout","2026-06-23","Abs","core","9","14","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","8","14","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","7","14","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","6","30","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","5","30","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","4","30","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","3","15","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","2","15","10","","","","","","","","","","","",""
"Workout","2026-06-23","Abs","core","1","15","10","","12","12","90","","","","","115","","","2026-06-23T07:57:50.378Z"
"Nutrition","2026-06-22","Dinner","Dinner","","","","","","","1483","64","156","64","56","","1serving Beef Burger; 30g Bacon; 25g Cheddar Cheese; 100g French Fries; 800g Coconut Water (250ml)","","2026-06-22T11:05:13.087Z"
"Nutrition","2026-06-22","Snack","Snack","","","","","","","196","6","27","9","14","","1serving Banana; 18g Peanut Butter","","2026-06-22T09:18:23.657Z"
"Nutrition","2026-06-22","Protein","Protein","","","","","","","285","29","29","3","4","","31g Whey Protein Powder; 31g Mass Gainer Protein; 5g Chia Seeds; 5g Creatine (5g)","","2026-06-22T08:33:49.398Z"
"Nutrition","2026-06-22","Lunch","Lunch","","","","","","","721","68","69","19","49","","150g Tuna (Fresh); 1serving Beef Patty; 100g Mango; 600ml Coconut Water (250ml)","","2026-06-22T08:33:16.392Z"
"Nutrition","2026-06-22","Breakfast","Breakfast","","","","","","","720","28","89","25","10","","200g White Rice (Cooked); 1serving Eggs Benedict; 1serving Cappuccino","","2026-06-22T08:32:31.313Z"
"Nutrition","2026-06-22","Breakfast","Breakfast","","","","","","","90","1","23","","12","","1serving Banana","","2026-06-22T02:26:42.340Z"
"Workout","2026-06-22","Arms","biceps","1","1","","1","27","87","608","","","","","105","","","2026-06-22T06:49:39.416Z"
"Workout","2026-06-22","Rear Delt Fly Machine","shoulders","4","8","72.5","","","","","","","","","","","",""
"Workout","2026-06-22","Rear Delt Fly Machine","shoulders","3","10","72.5","","","","","","","","","","","",""
"Workout","2026-06-22","Rear Delt Fly Machine","shoulders","2","10","72.5","","","","","","","","","","","",""
"Workout","2026-06-22","Rear Delt Fly Machine","shoulders","1","10","72.5","","","","","","","","","","","","2026-06-22T06:49:15.090Z"
"Workout","2026-06-22","Incline Dumbbell Curl","biceps","4","12","16","","","","","","","","","","","",""
"Workout","2026-06-22","Incline Dumbbell Curl","biceps","3","12","16","","","","","","","","","","","",""
"Workout","2026-06-22","Incline Dumbbell Curl","biceps","2","14","16","","","","","","","","","","","",""
"Workout","2026-06-22","Incline Dumbbell Curl","biceps","1","16","16","","","","","","","","","","","","2026-06-22T06:37:08.939Z"
"Workout","2026-06-22","Shoulder Flies","shoulders","3","10","10","","","","","","","","","","","",""
"Workout","2026-06-22","Shoulder Flies","shoulders","2","12","10","","","","","","","","","","","",""
"Workout","2026-06-22","Shoulder Flies","shoulders","1","12","10","","","","","","","","","","","","2026-06-22T06:24:24.785Z"
"Workout","2026-06-22","Preacher Curls","biceps","4","10","30","","","","","","","","","","","",""
"Workout","2026-06-22","Preacher Curls","biceps","3","10","30","","","","","","","","","","","",""
"Workout","2026-06-22","Preacher Curls","biceps","2","10","30","","","","","","","","","","","",""
"Workout","2026-06-22","Preacher Curls","biceps","1","12","30","","","","","","","","","","","","2026-06-22T06:18:00.589Z"
"Workout","2026-06-22","Shoulder Press Machine","shoulders","4","9","50","","","","","","","","","","","",""
"Workout","2026-06-22","Shoulder Press Machine","shoulders","3","12","45","","","","","","","","","","","",""
"Workout","2026-06-22","Shoulder Press Machine","shoulders","2","10","45","","","","","","","","","","","",""
"Workout","2026-06-22","Shoulder Press Machine","shoulders","1","15","35","","","","","","","","","","","","2026-06-22T06:01:20.495Z"
"Workout","2026-06-22","Hammer Curls","biceps","5","20","18","","","","","","","","","","","",""
"Workout","2026-06-22","Hammer Curls","biceps","4","18","18","","","","","","","","","","","",""
"Workout","2026-06-22","Hammer Curls","biceps","3","18","18","","","","","","","","","","","",""
"Workout","2026-06-22","Hammer Curls","biceps","2","18","16","","","","","","","","","","","",""
"Workout","2026-06-22","Hammer Curls","biceps","1","18","16","","","","","","","","","","","","2026-06-22T05:36:40.776Z"
"Nutrition","2026-06-21","Dinner","Dinner","","","","","","","222","23","27","4","2","","100g Salmon Sushi Roll; 50g Scallops (Cooked); 25g Tuna (Fresh)","","2026-06-22T02:26:23.378Z"
"Nutrition","2026-06-21","Snack","Snack","","","","","","","122","6","10","6","10","","200ml Milk (Whole)","","2026-06-21T11:30:29.392Z"
"Nutrition","2026-06-21","Dinner","Dinner","","","","","","","276","12","54","","36","","600ml Coconut Water (250ml)","","2026-06-21T11:20:21.652Z"
"Nutrition","2026-06-21","Dinner","Dinner","","","","","","","692","60","47","29","5","","200g Chicken Thigh; 50g Fried Chicken; 100g Yellow Rice; 100g Stir Fry Vegetables","","2026-06-21T11:20:00.288Z"
"Nutrition","2026-06-21","Lunch","Lunch","","","","","","","115","4","16","4","12","","1serving Matcha Latte","","2026-06-21T08:51:52.069Z"
"Nutrition","2026-06-21","Lunch","Lunch","","","","","","","783","36","76","36","7","","75g Tortilla (Flour); 100g Chicken Thigh; 75g French Fries; 50g Coleslaw (Creamy); 15g Parmesan Cheese","","2026-06-21T08:51:37.653Z"
"Nutrition","2026-06-21","Breakfast","Breakfast","","","","","","","401","38","28","16","9","","75g Greek Yogurt (Plain); 20g Granola; 3g Spirulina Powder; 10g Coconut Flakes (Unsweetened); 50ml Milk (Whole); 31g Whey Protein Powder; 5g Chia Seeds","","2026-06-21T04:41:13.919Z"
"Nutrition","2026-06-21","Breakfast","Breakfast","","","","","","","60","1","15","","13","","100g Mango","","2026-06-21T04:39:25.149Z"
"Nutrition","2026-06-20","Lunch","Lunch","","","","","","","230","10","45","","30","","500ml Coconut Water (250ml)","","2026-06-20T12:19:55.212Z"
"Nutrition","2026-06-20","Dinner","Dinner","","","","","","","296","9","42","11","15","","46g Whole Wheat Bread; 20g Peanut Butter; 20g Raspberry Jam","","2026-06-20T12:19:33.058Z"
"Nutrition","2026-06-20","Snack","Snack","","","","","","","266","49","10","3","2","","62g Whey Protein Powder; 5g Chia Seeds","","2026-06-20T12:18:54.191Z"
"Nutrition","2026-06-20","Lunch","Lunch","","","","","","","850","55","85","30","","","1serving Steak Sandwich","","2026-06-20T11:31:48.903Z"
"Nutrition","2026-06-20","Breakfast","Breakfast","","","","","","","90","1","23","","12","","1serving Banana","","2026-06-20T04:50:02.505Z"
"Nutrition","2026-06-20","Breakfast","Breakfast","","","","","","","825","40","100","30","5","","1serving Bagel BLT","","2026-06-20T04:49:47.937Z"
"Workout","2026-06-20","Chest","chest","1","1","","","65","65","419","","","","","103","","","2026-06-20T07:50:31.583Z"
"Workout","2026-06-20","Overhead Tricep Extension","triceps","3","13","40","","","","","","","","","","","",""
"Workout","2026-06-20","Overhead Tricep Extension","triceps","2","15","40","","","","","","","","","","","",""
"Workout","2026-06-20","Overhead Tricep Extension","triceps","1","15","40","","","","","","","","","","","","2026-06-20T07:49:28.320Z"
"Workout","2026-06-20","Tricep Pulldowns","triceps","3","13","40","","","","","","","","","","","",""
"Workout","2026-06-20","Tricep Pulldowns","triceps","2","13","40","","","","","","","","","","","",""
"Workout","2026-06-20","Tricep Pulldowns","triceps","1","13","40","","","","","","","","","","","","2026-06-20T07:49:08.022Z"
"Workout","2026-06-20","Fly Machine","chest","4","8","102.5","","","","","","","","","","","",""
"Workout","2026-06-20","Fly Machine","chest","3","8","102.5","","","","","","","","","","","",""
"Workout","2026-06-20","Fly Machine","chest","2","8","102.5","","","","","","","","","","","",""
"Workout","2026-06-20","Fly Machine","chest","1","12","95","","","","","","","","","","","","2026-06-20T07:39:47.066Z"
"Workout","2026-06-20","Tricep Dip Machine","triceps","4","12","80","","","","","","","","","","","",""
"Workout","2026-06-20","Tricep Dip Machine","triceps","3","12","80","","","","","","","","","","","",""
"Workout","2026-06-20","Tricep Dip Machine","triceps","2","13","72.5","","","","","","","","","","","",""
"Workout","2026-06-20","Tricep Dip Machine","triceps","1","15","35","","","","","","","","","","","","2026-06-20T07:29:48.668Z"
"Workout","2026-06-20","Bench Press Machine","chest","4","12","80","","","","","","","","","","","",""
"Workout","2026-06-20","Bench Press Machine","chest","3","5","120","","","","","","","","","","","",""
"Workout","2026-06-20","Bench Press Machine","chest","2","6","120","","","","","","","","","","","",""
"Workout","2026-06-20","Bench Press Machine","chest","1","12","80","","","","","","","","","","","","2026-06-20T07:19:04.534Z"
"Workout","2026-06-20","Standing Chest Flies","chest","4","13","125","","","","","","","","","","","",""
"Workout","2026-06-20","Standing Chest Flies","chest","3","13","125","","","","","","","","","","","",""
"Workout","2026-06-20","Standing Chest Flies","chest","2","13","125","","","","","","","","","","","",""
"Workout","2026-06-20","Standing Chest Flies","chest","1","15","125","","","","","","","","","","","","2026-06-20T07:09:43.582Z"
"Nutrition","2026-06-19","Dinner","Dinner","","","","","","","540","28","42","28","8","","1serving Beef Burger","","2026-06-19T18:47:39.887Z"
"Nutrition","2026-06-19","Protein","Protein","","","","","","","266","49","10","3","2","","62g Whey Protein Powder; 5g Chia Seeds","","2026-06-19T09:55:09.860Z"
"Nutrition","2026-06-19","Lunch","Lunch","","","","","","","1173","87","118","39","50","","150g Basmati Rice (Cooked); 100g Mango; 80g Avocado; 150g Tuna (Fresh); 150g Beef Patty; 600ml Coconut Water (250ml)","","2026-06-19T06:51:29.015Z"
"Nutrition","2026-06-19","Breakfast","Breakfast","","","","","","","180","2","46","","24","","2serving Banana","","2026-06-19T06:05:34.564Z"
"Nutrition","2026-06-19","Breakfast","Breakfast","","","","","","","80","4","8","3","7","","1serving Cappuccino","","2026-06-19T03:15:56.297Z"
"Nutrition","2026-06-19","Breakfast","Breakfast","","","","","","","648","45","53","27","3","","90g Sourdough Bread; 1serving Scrambled Eggs (2); 50g Ham; 60g Mozzarella","","2026-06-19T03:15:44.990Z"
"Nutrition","2026-06-19","Breakfast","Breakfast","","","","","","","188","4","26","8","7","","40g Granola","","2026-06-19T03:15:34.539Z"
"Nutrition","2026-06-19","Breakfast","Breakfast","","","","","","","179","12","29","2","21","","50g Dragonfruit; 50g Pineapple; 50g Mango; 50g Papaya; 100g Greek Yogurt (Plain)","","2026-06-19T03:15:23.818Z"
